dqn_buffer,NN,0,1000,50000,150.0,1.0,nan,0.023584,0.02358400000000002,4.174368000000004,0,177,0,177,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,1.0,nan,0.023584,0.02358400000000002,4.174368000000004,0,177,0,177,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,1.0,nan,0.023584,0.02358400000000002,4.174368000000004,0,177,0,177,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,1.0,nan,0.023584,0.02358400000000002,4.174368000000004,0,177,0,177,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,0.0,nan,nan,0.0,0,0,177,0,0,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,0.0,nan,nan,0.0,0,0,177,0,0,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,0.0,nan,nan,0.0,0,0,177,0,0,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,1.0,nan,0.023584,0.02358400000000002,4.174368000000004,0,177,0,177,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,0.0,nan,nan,0.0,0,0,177,0,0,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,0.0,nan,nan,0.0,0,0,177,0,0,90624.0,177
dqn_buffer,NN,0,1000,50000,150.0,0.0,nan,nan,0.0,0,0,177,0,0,90624.0,177
